checkpoint,seed,num_layers,destination,through,destination_max_layer,source,blocked_prefix_max_layer,blocked_layers,exact_drop_from_clean,n_examples,exact_answer_accuracy,o0_token_accuracy,o1_token_accuracy,max_forbidden_attn_weight
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_hundreds,3,L0-L3,0.09175314036045878,1831,0.8956854178044784,0.9929000546149646,0.898416166029492,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_hundreds,4,L0-L4,0.11906062261059536,1831,0.8683779355543418,0.9929000546149646,0.8711086837793556,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_hundreds,5,L0-L5,0.1594756963407974,1831,0.8279628618241398,0.9929000546149646,0.8306936100491534,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_hundreds,6,L0-L6,0.190606226105953,1831,0.7968323320589842,0.9929000546149646,0.7995630802839978,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_hundreds,7,L0-L7,0.19661387220098303,1831,0.7908246859639542,0.9929000546149646,0.7935554341889678,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_hundreds,8,L0-L8,0.19770617149098857,1831,0.7897323866739486,0.9929000546149646,0.7924631348989624,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_hundreds,9,L0-L9,0.19770617149098857,1831,0.7897323866739486,0.9929000546149646,0.7924631348989624,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,0,L0-L0,0.0,1831,0.9874385581649372,0.9929000546149646,0.9901693063899508,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,1,L0-L1,0.0016384489350081965,1831,0.985800109229929,0.9929000546149646,0.9885308574549426,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,2,L0-L2,0.049699617695248555,1831,0.9377389404696886,0.9929000546149646,0.9415619879847078,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,3,L0-L3,0.10977607864554884,1831,0.8776624795193884,0.9929000546149646,0.8814855270344074,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,4,L0-L4,0.13817586018569084,1831,0.8492626979792464,0.9929000546149646,0.8530857454942654,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,5,L0-L5,0.1955215729109776,1831,0.7919169852539596,0.9929000546149646,0.7957400327689788,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,6,L0-L6,0.22119060622610598,1831,0.7662479519388312,0.9929000546149646,0.7700709994538504,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,7,L0-L7,0.23593664664117964,1831,0.7515019115237576,0.9929000546149646,0.7553249590387766,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,8,L0-L8,0.241398143091207,1831,0.7460404150737302,0.9929000546149646,0.7498634625887494,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_tens,9,L0-L9,0.24194429273620977,1831,0.7454942654287274,0.9929000546149646,0.7493173129437466,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,0,L0-L0,0.0,1831,0.9874385581649372,0.9929000546149646,0.9901693063899508,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,1,L0-L1,0.0,1831,0.9874385581649372,0.9929000546149646,0.9901693063899508,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,2,L0-L2,0.0,1831,0.9874385581649372,0.9929000546149646,0.9901693063899508,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,3,L0-L3,0.0,1831,0.9874385581649372,0.9929000546149646,0.9901693063899508,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,4,L0-L4,0.0,1831,0.9874385581649372,0.9929000546149646,0.9901693063899508,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,5,L0-L5,0.0,1831,0.9874385581649372,0.9929000546149646,0.9901693063899508,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,6,L0-L6,0.026761332605133803,1831,0.9606772255598034,0.9929000546149646,0.963407973784817,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,7,L0-L7,0.22282905516111418,1831,0.764609503003823,0.9929000546149646,0.7673402512288368,0.0
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,O[1],ROOT,9,N_ones,8,L0-L8,0.24795193883123978,1831,0.7394866193336974,0.9929000546149646,0.742217367558711,0.0
