checkpoint,seed,num_layers,representation_index,layer_label,stream,target,target_label,cv_r2,n_examples,cv_folds
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_hundreds,BpowD,B^D,-0.06358098422104344,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_hundreds,NdivBpowD,N / B^D,-0.24142208845343022,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.23979855533226999,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5688624835415161,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_tens,BpowD,B^D,-0.0497053922449127,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_tens,NdivBpowD,N / B^D,-0.0990056194374418,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_tens,floorNdivBpowD,floor(N / B^D),-0.09842480925338945,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.25451275724940847,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_ones,BpowD,B^D,-0.08262517183902389,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_ones,NdivBpowD,N / B^D,-0.10748674821841978,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_ones,floorNdivBpowD,floor(N / B^D),-0.10728875562704406,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.21202011035305457,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tag,BpowD,B^D,-0.12509970470572393,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tag,NdivBpowD,N / B^D,-0.21856979754436262,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tag,floorNdivBpowD,floor(N / B^D),-0.21767111954813329,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.429520159926488,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tens,BpowD,B^D,-0.13417483361181817,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tens,NdivBpowD,N / B^D,-0.18291238342173424,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tens,floorNdivBpowD,floor(N / B^D),-0.18309590447560814,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.10684509702466922,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_ones,BpowD,B^D,-0.07252845743204095,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_ones,NdivBpowD,N / B^D,-0.16624468347741303,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_ones,floorNdivBpowD,floor(N / B^D),-0.16641963235742246,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.019204698579145595,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_tag,BpowD,B^D,-0.07939634595421759,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_tag,NdivBpowD,N / B^D,-0.162041176882247,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_tag,floorNdivBpowD,floor(N / B^D),-0.16221957102234147,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,0.016119830654243782,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_ones,BpowD,B^D,0.8995351969324702,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_ones,NdivBpowD,N / B^D,0.9733790066796505,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_ones,floorNdivBpowD,floor(N / B^D),0.9734055398832892,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.539386304743839,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[0],BpowD,B^D,0.6697876715597793,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[0],NdivBpowD,N / B^D,0.882834569158393,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[0],floorNdivBpowD,floor(N / B^D),0.88293573948574,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,0.7541185786202818,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[1],BpowD,B^D,0.6835984400619876,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[1],NdivBpowD,N / B^D,0.8199870206104434,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[1],floorNdivBpowD,floor(N / B^D),0.8201817952480065,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,8,7,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.9053183277178274,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tag,BpowD,B^D,-0.09826354696490336,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tag,NdivBpowD,N / B^D,-0.3055546564862209,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tag,floorNdivBpowD,floor(N / B^D),-0.3038081202942816,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5683665798460951,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_hundreds,BpowD,B^D,-0.06358098422104352,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_hundreds,NdivBpowD,N / B^D,-0.24142208845343077,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.2397985553322703,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5688624835415158,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tens,BpowD,B^D,-0.08761175964755105,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tens,NdivBpowD,N / B^D,-0.2260740382123445,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tens,floorNdivBpowD,floor(N / B^D),-0.22478362652374181,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.4901908862697158,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_ones,BpowD,B^D,-0.11833687575305185,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_ones,NdivBpowD,N / B^D,-0.2233043321705001,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_ones,floorNdivBpowD,floor(N / B^D),-0.2224241756467275,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.44290487429202036,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tag,BpowD,B^D,-0.10771720579786556,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tag,NdivBpowD,N / B^D,-0.1619529863747577,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tag,floorNdivBpowD,floor(N / B^D),-0.16138595515306217,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.3091532052108657,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tens,BpowD,B^D,-0.14367441666570685,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tens,NdivBpowD,N / B^D,-0.17984320654535052,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tens,floorNdivBpowD,floor(N / B^D),-0.18002325166160787,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.10739133172840423,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_ones,BpowD,B^D,-0.06947258861331966,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_ones,NdivBpowD,N / B^D,-0.16365393546758716,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_ones,floorNdivBpowD,floor(N / B^D),-0.16383678287007317,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.013777637440540346,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_tag,BpowD,B^D,-0.08113402567737835,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_tag,NdivBpowD,N / B^D,-0.16448504740022094,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_tag,floorNdivBpowD,floor(N / B^D),-0.16465893287246497,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,0.010184844971902663,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_ones,BpowD,B^D,0.8891936942903648,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_ones,NdivBpowD,N / B^D,0.9667457585220282,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_ones,floorNdivBpowD,floor(N / B^D),0.9667781423610966,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.5336963459702803,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[0],BpowD,B^D,0.669358478387089,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[0],NdivBpowD,N / B^D,0.8691533744676588,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[0],floorNdivBpowD,floor(N / B^D),0.8692755808741472,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,0.8615012747294142,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[1],BpowD,B^D,0.6671238850815138,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[1],NdivBpowD,N / B^D,0.8088210046979656,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[1],floorNdivBpowD,floor(N / B^D),0.8090035425116067,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,9,8,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.9117622653651292,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tag,BpowD,B^D,-0.09826354696490336,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tag,NdivBpowD,N / B^D,-0.3055546564862209,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tag,floorNdivBpowD,floor(N / B^D),-0.3038081202942816,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5683665798460951,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_hundreds,BpowD,B^D,-0.06358098422104316,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_hundreds,NdivBpowD,N / B^D,-0.24142208845343077,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.23979855533226996,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5688624835415164,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tens,BpowD,B^D,-0.0673258801919229,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tens,NdivBpowD,N / B^D,-0.15486597315534276,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tens,floorNdivBpowD,floor(N / B^D),-0.15395432990995123,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.374508618468276,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_ones,BpowD,B^D,-0.101552795857042,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_ones,NdivBpowD,N / B^D,-0.1563573834081322,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_ones,floorNdivBpowD,floor(N / B^D),-0.1558245820139504,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.3210199462833829,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tag,BpowD,B^D,-0.08043303992797353,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tag,NdivBpowD,N / B^D,-0.09757921180613023,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tag,floorNdivBpowD,floor(N / B^D),-0.09740186813393081,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.2061460900451327,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tens,BpowD,B^D,-0.14254228996288903,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tens,NdivBpowD,N / B^D,-0.1856793868690662,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tens,floorNdivBpowD,floor(N / B^D),-0.18586609293276496,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.09863166565878641,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_ones,BpowD,B^D,-0.07164114149738984,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_ones,NdivBpowD,N / B^D,-0.1630160551563368,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_ones,floorNdivBpowD,floor(N / B^D),-0.16319473777445279,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.011537990489780459,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_tag,BpowD,B^D,-0.0737819370465123,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_tag,NdivBpowD,N / B^D,-0.1580673064161923,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_tag,floorNdivBpowD,floor(N / B^D),-0.1582531517717846,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,0.013116904689947062,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_ones,BpowD,B^D,0.900222863259434,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_ones,NdivBpowD,N / B^D,0.9593520384528047,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_ones,floorNdivBpowD,floor(N / B^D),0.959391714116783,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.5354853806213072,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[0],BpowD,B^D,0.6797487650539622,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[0],NdivBpowD,N / B^D,0.8562444728826671,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[0],floorNdivBpowD,floor(N / B^D),0.8563639950341706,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,0.902174544083038,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[1],BpowD,B^D,0.6749951654565021,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[1],NdivBpowD,N / B^D,0.7899702808871295,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[1],floorNdivBpowD,floor(N / B^D),0.7901615195243957,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,10,9,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.9466336528559005,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tag,BpowD,B^D,-0.08783133771992055,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tag,NdivBpowD,N / B^D,-0.30036740319717425,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tag,floorNdivBpowD,floor(N / B^D),-0.29848146384645763,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.41003279782186847,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_hundreds,BpowD,B^D,-0.05694213932403334,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_hundreds,NdivBpowD,N / B^D,-0.24415716163265683,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.2423717546705147,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.4105084595043369,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tens,BpowD,B^D,-0.09088028199081175,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tens,NdivBpowD,N / B^D,-0.3021805907840287,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tens,floorNdivBpowD,floor(N / B^D),-0.30030098217700435,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.415066521556294,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_ones,BpowD,B^D,-0.08875651582555796,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_ones,NdivBpowD,N / B^D,-0.3010030880957948,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_ones,floorNdivBpowD,floor(N / B^D),-0.29912365143466507,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.41119447103793333,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tag,BpowD,B^D,-0.08783133771992055,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tag,NdivBpowD,N / B^D,-0.30036740319717425,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tag,floorNdivBpowD,floor(N / B^D),-0.29848146384645763,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.41003279782186847,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tens,BpowD,B^D,-0.04028521218076002,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tens,NdivBpowD,N / B^D,-0.2980489113251723,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tens,floorNdivBpowD,floor(N / B^D),-0.2961482858898022,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.20252823100794853,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_ones,BpowD,B^D,-0.05591820643488883,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_ones,NdivBpowD,N / B^D,-0.29908102377851054,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_ones,floorNdivBpowD,floor(N / B^D),-0.29718007737400853,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.28669609428487974,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_tag,BpowD,B^D,-0.08783133771992055,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_tag,NdivBpowD,N / B^D,-0.30036740319717425,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_tag,floorNdivBpowD,floor(N / B^D),-0.29848146384645763,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.41003279782186847,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_ones,BpowD,B^D,0.1076061744454607,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_ones,NdivBpowD,N / B^D,0.3875642819995046,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_ones,floorNdivBpowD,floor(N / B^D),0.3897947694403947,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.1501799918563702,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[0],BpowD,B^D,-0.08783133771992055,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[0],NdivBpowD,N / B^D,-0.30036740319717425,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[0],floorNdivBpowD,floor(N / B^D),-0.29848146384645763,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,-0.41003279782186847,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[1],BpowD,B^D,-0.07898593243663639,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[1],NdivBpowD,N / B^D,-0.24930391988038442,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[1],floorNdivBpowD,floor(N / B^D),-0.24740711612832453,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,0,input,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.3758687081047395,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,1,0,N_tag,BpowD,B^D,-0.08783133771992055,4646,5
