target,target_label,representation_index,layer_label,stream,n_seeds,mean_cv_r2,ci95_low_bootstrap_percentile,ci95_high_bootstrap_percentile
NdivBpowD,N / B^D,9,8,B_ones,3,-0.1596431399512183,-0.17822461763099126,-0.1370508667550765
NdivBpowD,N / B^D,9,8,B_tag,3,-0.17872465195688392,-0.21018738647072413,-0.1619529863747577
NdivBpowD,N / B^D,9,8,B_tens,3,-0.17252030789286502,-0.1798432065453505,-0.16080314672384147
NdivBpowD,N / B^D,9,8,D_ones,3,0.9526272140981015,0.9431162176256219,0.9667457585220282
NdivBpowD,N / B^D,9,8,D_tag,3,-0.16495582821358795,-0.17300421735016394,-0.15737821989037895
NdivBpowD,N / B^D,9,8,N_hundreds,3,-0.2173683487358642,-0.24415716163265663,-0.16652579612150517
NdivBpowD,N / B^D,9,8,N_ones,3,-0.20091706424284353,-0.22330433217050008,-0.15701362185572715
NdivBpowD,N / B^D,9,8,N_tag,3,-0.29967070839609056,-0.3055546564862209,-0.29309006550487654
NdivBpowD,N / B^D,9,8,N_tens,3,-0.19786982041137513,-0.26441290509687576,-0.10312251792490516
NdivBpowD,N / B^D,9,8,O[0],3,0.8342810253004184,0.8004546941784006,0.8691533744676588
NdivBpowD,N / B^D,9,8,O[1],3,0.7815629760281032,0.7638551449778784,0.8088210046979656
NdivBpowD,N / B^D,10,9,B_ones,3,-0.16190769491072418,-0.17756655805296143,-0.14514047152287435
NdivBpowD,N / B^D,10,9,B_tag,3,-0.1597998612311327,-0.28699442600380326,-0.09482594588346464
NdivBpowD,N / B^D,10,9,B_tens,3,-0.1745185004662749,-0.18567938686906618,-0.1673128206080227
NdivBpowD,N / B^D,10,9,D_ones,3,0.9441180102310679,0.9298545794850618,0.9593520384528048
NdivBpowD,N / B^D,10,9,D_tag,3,-0.1569300841769651,-0.15995537134674276,-0.1527675747679603
NdivBpowD,N / B^D,10,9,N_hundreds,3,-0.23720639805697544,-0.2441571616326569,-0.22603994408483863
NdivBpowD,N / B^D,10,9,N_ones,3,-0.15785646390860522,-0.16695823350415542,-0.15025377481352806
NdivBpowD,N / B^D,10,9,N_tag,3,-0.29967070839609056,-0.3055546564862209,-0.29309006550487654
NdivBpowD,N / B^D,10,9,N_tens,3,-0.1735726689293784,-0.20401158212605633,-0.15486597315534276
NdivBpowD,N / B^D,10,9,O[0],3,0.8211850357366712,0.7902628498747121,0.8562444728826671
NdivBpowD,N / B^D,10,9,O[1],3,0.7651302799255508,0.7488907825005441,0.7899702808871295
floorNdivBpowD,floor(N / B^D),0,input,B_ones,3,-0.29841975789853453,-0.30398349088478416,-0.29409570543681085
floorNdivBpowD,floor(N / B^D),0,input,B_tag,3,-0.29793761190187773,-0.3038081202942816,-0.29152325156489406
floorNdivBpowD,floor(N / B^D),0,input,B_tens,3,-0.2963507912012397,-0.3015250220305164,-0.29137906568340044
floorNdivBpowD,floor(N / B^D),0,input,D_ones,3,0.37023571598994387,0.3514290332402837,0.3897947694403947
floorNdivBpowD,floor(N / B^D),0,input,D_tag,3,-0.29793761190187773,-0.3038081202942816,-0.29152325156489406
floorNdivBpowD,floor(N / B^D),0,input,N_hundreds,3,-0.21302495324086737,-0.24237175467051472,-0.17212912746544898
floorNdivBpowD,floor(N / B^D),0,input,N_ones,3,-0.3013084382753608,-0.31115759880731597,-0.29364406458410136
floorNdivBpowD,floor(N / B^D),0,input,N_tag,3,-0.29793761190187773,-0.3038081202942816,-0.29152325156489406
floorNdivBpowD,floor(N / B^D),0,input,N_tens,3,-0.2997616383263914,-0.3058295989139983,-0.29315433388817147
floorNdivBpowD,floor(N / B^D),0,input,O[0],3,-0.29793761190187773,-0.3038081202942816,-0.29152325156489406
floorNdivBpowD,floor(N / B^D),0,input,O[1],3,-0.2420244251573309,-0.2564287885560664,-0.2222373707876019
floorNdivBpowD,floor(N / B^D),1,0,B_ones,3,-0.16572962127100813,-0.1829962280581642,-0.14434828265357375
floorNdivBpowD,floor(N / B^D),1,0,B_tag,3,-0.19976370313269873,-0.26977499462034993,-0.16400145743122066
floorNdivBpowD,floor(N / B^D),1,0,B_tens,3,-0.17364591889387956,-0.19394754192740615,-0.1581548151061194
floorNdivBpowD,floor(N / B^D),1,0,D_ones,3,0.947697521923728,0.8974900492935864,0.9865721420853815
floorNdivBpowD,floor(N / B^D),1,0,D_tag,3,-0.168662819199879,-0.19006355921696172,-0.14077167752228217
floorNdivBpowD,floor(N / B^D),1,0,N_hundreds,3,-0.2164654585911552,-0.23979855533227026,-0.18502384285455667
floorNdivBpowD,floor(N / B^D),1,0,N_ones,3,-0.13718884256309224,-0.16228342990543018,-0.09953943260984333
floorNdivBpowD,floor(N / B^D),1,0,N_tag,3,-0.29793761190187773,-0.3038081202942816,-0.29152325156489406
floorNdivBpowD,floor(N / B^D),1,0,N_tens,3,-0.19485004310807177,-0.224076075640947,-0.1569829600741544
floorNdivBpowD,floor(N / B^D),1,0,O[0],3,0.8990259732278464,0.8633059923854575,0.9298786060512599
floorNdivBpowD,floor(N / B^D),1,0,O[1],3,0.8437185282735818,0.782493190038197,0.8914640165384421
