checkpoint,seed,num_layers,representation_index,layer_label,stream,target,target_label,cv_r2,n_examples,cv_folds
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,2,1,O[1],BpowD,B^D,0.8952598477844983,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,2,1,O[1],NdivBpowD,N / B^D,0.866214391008239,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,2,1,O[1],floorNdivBpowD,floor(N / B^D),0.8663368231523598,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,2,1,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.8844634471717508,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tag,BpowD,B^D,-0.13046239733120935,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tag,NdivBpowD,N / B^D,-0.29309006550487654,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tag,floorNdivBpowD,floor(N / B^D),-0.29152325156489406,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.6378409576863857,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_hundreds,BpowD,B^D,-0.03988426992232186,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_hundreds,NdivBpowD,N / B^D,-0.1665257961215052,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.16539561240475978,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5021076354030711,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tens,BpowD,B^D,-0.10548831676120876,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tens,NdivBpowD,N / B^D,-0.2644129050968555,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tens,floorNdivBpowD,floor(N / B^D),-0.2629532429423264,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.6739527893299735,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_ones,BpowD,B^D,-0.15843433587049072,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_ones,NdivBpowD,N / B^D,-0.33307832686788336,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_ones,floorNdivBpowD,floor(N / B^D),-0.3316090261425897,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.7433257320323066,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tag,BpowD,B^D,-0.0753067674414086,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tag,NdivBpowD,N / B^D,-0.1471867762810301,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tag,floorNdivBpowD,floor(N / B^D),-0.1466679707068382,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.3595757109395415,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tens,BpowD,B^D,-0.0297472183875098,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tens,NdivBpowD,N / B^D,-0.15847572137489455,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tens,floorNdivBpowD,floor(N / B^D),-0.15864159296659758,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.07110884661075079,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_ones,BpowD,B^D,-0.07306737084713726,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_ones,NdivBpowD,N / B^D,-0.17205152819656905,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_ones,floorNdivBpowD,floor(N / B^D),-0.17221623043000825,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.0661901187733533,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,D_tag,BpowD,B^D,-0.06243375535173366,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,D_tag,NdivBpowD,N / B^D,-0.1610929489354506,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,D_tag,floorNdivBpowD,floor(N / B^D),-0.16124164206549008,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.06108730347129796,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,D_ones,BpowD,B^D,0.980754085781361,3677,5
checkpoints/model_t_l5_mby_NB_intersection_pTrue_s1337_best.pt,1337,5,3,2,D_ones,NdivBpowD,N / B^D,0.9638556018135516,3677,5
