source_checkpoint,seed,num_layers,model_condition,representation_index,layer_label,stream,target,target_label,cv_r2,n_examples,cv_folds
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.06442930907353195,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,B_ones,BpowD,B^D,-0.0866144995983936,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,B_ones,NdivBpowD,N / B^D,-0.17074527572036402,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,B_ones,floorNdivBpowD,floor(N / B^D),-0.17093871267283717,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.003624730313274327,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_tag,BpowD,B^D,-0.1141229154361862,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_tag,NdivBpowD,N / B^D,-0.1777995562296629,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_tag,floorNdivBpowD,floor(N / B^D),-0.17797385532498713,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.0013356067672120498,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_ones,BpowD,B^D,0.7729262874864055,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_ones,NdivBpowD,N / B^D,0.9496263522865952,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_ones,floorNdivBpowD,floor(N / B^D),0.9496693143146813,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.5126527537255257,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[0],BpowD,B^D,0.6678712198261672,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[0],NdivBpowD,N / B^D,0.9005014392933501,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[0],floorNdivBpowD,floor(N / B^D),0.9006052747494191,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,0.48276576615096883,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[1],BpowD,B^D,0.5319987258783667,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[1],NdivBpowD,N / B^D,0.854346804695197,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[1],floorNdivBpowD,floor(N / B^D),0.8544504659125097,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,7,6,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.44702150654373635,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tag,BpowD,B^D,-0.09826354696490336,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tag,NdivBpowD,N / B^D,-0.3055546564862209,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tag,floorNdivBpowD,floor(N / B^D),-0.3038081202942816,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5683665798460951,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_hundreds,BpowD,B^D,-0.04190288869329526,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_hundreds,NdivBpowD,N / B^D,-0.18289051619960933,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.18162210336101384,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.4550822020269957,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tens,BpowD,B^D,-0.08576313209436832,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tens,NdivBpowD,N / B^D,-0.2140274259741107,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tens,floorNdivBpowD,floor(N / B^D),-0.2127663093928301,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.4840673531672923,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_ones,BpowD,B^D,-0.12230915379662308,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_ones,NdivBpowD,N / B^D,-0.2189923987103562,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_ones,floorNdivBpowD,floor(N / B^D),-0.21809866127828834,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.4251641129098898,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tag,BpowD,B^D,-0.10095437685426001,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tag,NdivBpowD,N / B^D,-0.16668752099821096,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tag,floorNdivBpowD,floor(N / B^D),-0.16613901124896707,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.3225379196015413,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tens,BpowD,B^D,-0.13630654525772884,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tens,NdivBpowD,N / B^D,-0.18270945160275912,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tens,floorNdivBpowD,floor(N / B^D),-0.1828720729253765,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.07630412431769651,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_ones,BpowD,B^D,-0.0905537877656192,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_ones,NdivBpowD,N / B^D,-0.1744356888404941,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_ones,floorNdivBpowD,floor(N / B^D),-0.17462943625882893,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.006174943574389946,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_tag,BpowD,B^D,-0.10952333902403226,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_tag,NdivBpowD,N / B^D,-0.17822762307011533,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_tag,floorNdivBpowD,floor(N / B^D),-0.1784058939715072,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.004868660245884926,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_ones,BpowD,B^D,0.7617519874271664,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_ones,NdivBpowD,N / B^D,0.9488959023269411,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_ones,floorNdivBpowD,floor(N / B^D),0.9489413282191803,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.5121120180700569,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[0],BpowD,B^D,0.6622100407635955,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[0],NdivBpowD,N / B^D,0.9021369477925104,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[0],floorNdivBpowD,floor(N / B^D),0.9022416132915092,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,0.4774720722825755,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[1],BpowD,B^D,0.5538421355507034,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[1],NdivBpowD,N / B^D,0.8586687529618408,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[1],floorNdivBpowD,floor(N / B^D),0.8587638905167421,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,8,7,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.4402538299448702,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tag,BpowD,B^D,-0.09826354696490336,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tag,NdivBpowD,N / B^D,-0.3055546564862209,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tag,floorNdivBpowD,floor(N / B^D),-0.3038081202942816,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5683665798460951,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_hundreds,BpowD,B^D,-0.06358098422104357,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_hundreds,NdivBpowD,N / B^D,-0.24142208845343022,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.23979855533227012,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5688624835415161,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tens,BpowD,B^D,-0.06603778899889226,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tens,NdivBpowD,N / B^D,-0.16715834097242938,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tens,floorNdivBpowD,floor(N / B^D),-0.1662254757027574,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.375315261592232,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_ones,BpowD,B^D,-0.13666608076513875,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_ones,NdivBpowD,N / B^D,-0.28250510494110176,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_ones,floorNdivBpowD,floor(N / B^D),-0.28127443125950674,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5534226835064145,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tag,BpowD,B^D,-0.12450128570110733,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tag,NdivBpowD,N / B^D,-0.2288999351320693,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tag,floorNdivBpowD,floor(N / B^D),-0.2279855487808163,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.4310381332106751,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tens,BpowD,B^D,-0.14177571942206946,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tens,NdivBpowD,N / B^D,-0.17792812676327685,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tens,floorNdivBpowD,floor(N / B^D),-0.17809033777987224,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.07353230614061124,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_ones,BpowD,B^D,-0.09008639563872704,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_ones,NdivBpowD,N / B^D,-0.1743582471279445,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_ones,floorNdivBpowD,floor(N / B^D),-0.1745392022558117,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.008870162739347176,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_tag,BpowD,B^D,-0.10799096512961248,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_tag,NdivBpowD,N / B^D,-0.18012781029543837,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_tag,floorNdivBpowD,floor(N / B^D),-0.18031059163182034,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.010014976392335484,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_ones,BpowD,B^D,0.7574916877559436,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_ones,NdivBpowD,N / B^D,0.9533172153067155,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_ones,floorNdivBpowD,floor(N / B^D),0.9533553027560611,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.511124905400721,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[0],BpowD,B^D,0.6670397141969785,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[0],NdivBpowD,N / B^D,0.9011756965015353,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[0],floorNdivBpowD,floor(N / B^D),0.9012712475339857,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,0.4802368299703289,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[1],BpowD,B^D,0.5672885967563591,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[1],NdivBpowD,N / B^D,0.8568804954746859,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[1],floorNdivBpowD,floor(N / B^D),0.8569744028207525,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,9,8,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.44030473985937346,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tag,BpowD,B^D,-0.09826354696490336,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tag,NdivBpowD,N / B^D,-0.3055546564862209,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tag,floorNdivBpowD,floor(N / B^D),-0.3038081202942816,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.5683665798460951,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_hundreds,BpowD,B^D,-0.041902888693295656,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_hundreds,NdivBpowD,N / B^D,-0.18289051619960947,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_hundreds,floorNdivBpowD,floor(N / B^D),-0.18162210336101428,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_hundreds,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.455082202026996,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tens,BpowD,B^D,-0.08761175964754711,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tens,NdivBpowD,N / B^D,-0.2260740382123175,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tens,floorNdivBpowD,floor(N / B^D),-0.22478362652371436,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.49019088626965457,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_ones,BpowD,B^D,-0.12230915379111237,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_ones,NdivBpowD,N / B^D,-0.21899239871874773,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_ones,floorNdivBpowD,floor(N / B^D),-0.21809866128664676,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,N_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.42516411291140904,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tag,BpowD,B^D,-0.09876224492583296,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tag,NdivBpowD,N / B^D,-0.15677998457897918,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tag,floorNdivBpowD,floor(N / B^D),-0.15625212374898934,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.31666389923691396,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tens,BpowD,B^D,-0.14293351772838897,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tens,NdivBpowD,N / B^D,-0.1770162352324581,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tens,floorNdivBpowD,floor(N / B^D),-0.17718553406336884,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_tens,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.06971831054014714,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_ones,BpowD,B^D,-0.08810342788458088,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_ones,NdivBpowD,N / B^D,-0.17104061586516398,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_ones,floorNdivBpowD,floor(N / B^D),-0.17120954008828612,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,B_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.012726886268651283,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_tag,BpowD,B^D,-0.10937684417012408,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_tag,NdivBpowD,N / B^D,-0.18124569985424813,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_tag,floorNdivBpowD,floor(N / B^D),-0.1814243942326072,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.0071835382982946335,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_ones,BpowD,B^D,0.7569625002032028,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_ones,NdivBpowD,N / B^D,0.9533658462822832,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_ones,floorNdivBpowD,floor(N / B^D),0.9534003894544103,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,D_ones,floorNdivBpowD_modB,floor(N / B^D) mod B,0.5144200580112133,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[0],BpowD,B^D,0.6586786614270128,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[0],NdivBpowD,N / B^D,0.8998778914481294,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[0],floorNdivBpowD,floor(N / B^D),0.8999820540922858,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[0],floorNdivBpowD_modB,floor(N / B^D) mod B,0.47385314808323536,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[1],BpowD,B^D,0.566821418523125,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[1],NdivBpowD,N / B^D,0.8548156710211083,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[1],floorNdivBpowD,floor(N / B^D),0.8549142554670175,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s0_best.pt,0,10,initialized_untrained,10,9,O[1],floorNdivBpowD_modB,floor(N / B^D) mod B,0.4400387637052504,3848,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,initialized_untrained,0,input,N_tag,BpowD,B^D,-0.08783133771992055,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,initialized_untrained,0,input,N_tag,NdivBpowD,N / B^D,-0.30036740319717425,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,initialized_untrained,0,input,N_tag,floorNdivBpowD,floor(N / B^D),-0.29848146384645763,4646,5
checkpoints/model_t_l10_mby_NB_intersection_pTrue_s42_best.pt,42,10,initialized_untrained,0,input,N_tag,floorNdivBpowD_modB,floor(N / B^D) mod B,-0.41003279782186847,4646,5
