seed,target,target_label,representation_index,layer_label,stream,trained_cv_r2,init_cv_r2,trained_minus_init_cv_r2,remaining_gap_to_one_at_init,fraction_remaining_gap_closed,positive_fraction_remaining_gap_closed
0,BpowD,B^D,1,0,O[1],0.5862210044603736,0.5271449864392167,0.05907601802115692,0.4728550135607833,0.12493473967060513,0.12493473967060513
42,BpowD,B^D,1,0,O[1],0.5012961536582384,-0.003407177709702802,0.5047033313679412,1.003407177709703,0.5029895565626078,0.5029895565626078
1337,BpowD,B^D,1,0,O[1],0.6236361515313196,0.6730672101876536,-0.049431058656334015,0.3269327898123464,-0.15119639325473153,0.0
0,BpowD,B^D,2,1,O[1],0.8244345179352999,0.5667224949750945,0.25771202296020534,0.4332775050249055,0.5947966833528356,0.5947966833528356
42,BpowD,B^D,2,1,O[1],0.8459569598450798,0.5350007616447511,0.3109561982003287,0.4649992383552489,0.6687241022161959,0.6687241022161959
1337,BpowD,B^D,2,1,O[1],0.9027063868903065,0.7192716464538943,0.18343474043641217,0.2807283535461057,0.6534243446353045,0.6534243446353045
0,BpowD,B^D,3,2,O[1],0.7550627739509685,0.5696644542294134,0.18539831972155518,0.43033554577058664,0.4308226953215519,0.4308226953215519
42,BpowD,B^D,3,2,O[1],0.8291800667164386,0.48416355788668036,0.34501650882975826,0.5158364421133197,0.6688486517475718,0.6688486517475718
1337,BpowD,B^D,3,2,O[1],0.8910027784733883,0.704098028310972,0.18690475016241626,0.295901971689028,0.6316441526075396,0.6316441526075396
0,BpowD,B^D,4,3,O[1],0.7507730977293778,0.575578618223244,0.17519447950613387,0.42442138177675603,0.4127842918109283,0.4127842918109283
42,BpowD,B^D,4,3,O[1],0.8133496341574229,0.49715053394302994,0.31619910021439296,0.50284946605697,0.628814628548436,0.628814628548436
1337,BpowD,B^D,4,3,O[1],0.8849337093705113,0.708916214546895,0.17601749482361628,0.291083785453105,0.60469701034575,0.60469701034575
0,BpowD,B^D,5,4,O[1],0.7126392892515341,0.5410628953852262,0.17157639386630785,0.45893710461477377,0.37385600802603874,0.37385600802603874
42,BpowD,B^D,5,4,O[1],0.7695455661001664,0.47771400877036285,0.2918315573298036,0.5222859912296371,0.558758155934326,0.558758155934326
1337,BpowD,B^D,5,4,O[1],0.882257279844129,0.6854121039499571,0.19684517589417194,0.3145878960500429,0.6257239339648939,0.6257239339648939
0,BpowD,B^D,6,5,O[1],0.6968015891141007,0.5382703979699209,0.1585311911441798,0.46172960203007907,0.3433420565785002,0.3433420565785002
42,BpowD,B^D,6,5,O[1],0.7604450729476504,0.4476465535357959,0.3127985194118545,0.5523534464642041,0.5663013807810571,0.5663013807810571
1337,BpowD,B^D,6,5,O[1],0.8693969955562452,0.6992997359616423,0.17009725959460287,0.3007002640383577,0.5656704696903926,0.5656704696903926
0,BpowD,B^D,7,6,O[1],0.698044004354359,0.5319987258783667,0.16604527847599226,0.4680012741216333,0.35479663765367697,0.35479663765367697
42,BpowD,B^D,7,6,O[1],0.7837492350106596,0.47772644439871803,0.3060227906119416,0.522273555601282,0.5859434913560276,0.5859434913560276
1337,BpowD,B^D,7,6,O[1],0.8602255153439755,0.6877160903245668,0.1725094250194087,0.3122839096754332,0.5524121470065599,0.5524121470065599
0,BpowD,B^D,8,7,O[1],0.6835984400619876,0.5538421355507034,0.12975630451128417,0.4461578644492966,0.290830476946642,0.290830476946642
42,BpowD,B^D,8,7,O[1],0.772272235151392,0.4382287594113225,0.3340434757400695,0.5617712405886774,0.5946254482341012,0.5946254482341012
1337,BpowD,B^D,8,7,O[1],0.8500298540731327,0.6926799094690603,0.15734994460407237,0.30732009053093967,0.5120066974216613,0.5120066974216613
0,BpowD,B^D,9,8,O[1],0.6671238850815138,0.5672885967563591,0.09983528832515465,0.4327114032436409,0.23072026199628892,0.23072026199628892
42,BpowD,B^D,9,8,O[1],0.7610719041334072,0.48967049567396315,0.27140140845944405,0.5103295043260369,0.5318160250559458,0.5318160250559458
1337,BpowD,B^D,9,8,O[1],0.8391818719146344,0.6950428549030719,0.1441390170115625,0.30495714509692806,0.47265335254154855,0.47265335254154855
0,BpowD,B^D,10,9,O[1],0.6749951654565021,0.566821418523125,0.10817374693337711,0.43317858147687505,0.2497209039389033,0.2497209039389033
42,BpowD,B^D,10,9,O[1],0.7487355143818746,0.48400635182111634,0.26472916256075824,0.5159936481788836,0.5130473281891689,0.5130473281891689
1337,BpowD,B^D,10,9,O[1],0.8369075552235159,0.6981276283584799,0.13877992686503604,0.30187237164152014,0.45973046857643585,0.45973046857643585
0,NdivBpowD,N / B^D,0,input,B_ones,-0.3057345709937045,-0.3057345709937044,-1.1102230246251565e-16,1.3057345709937045,-8.502670062417374e-17,0.0
42,NdivBpowD,N / B^D,0,input,B_ones,-0.29908102377851054,-0.23997336980053668,-0.05910765397797385,1.2399733698005366,-0.047668486612322945,0.0
1337,NdivBpowD,N / B^D,0,input,B_ones,-0.29566791909880197,-0.29566791909880225,2.7755575615628914e-16,1.2956679190988023,2.142182823738834e-16,2.142182823738834e-16
0,NdivBpowD,N / B^D,1,0,B_ones,-0.18281373393202735,-0.17978428706350721,-0.003029446868520136,1.1797842870635071,-0.0025677972674652706,0.0
42,NdivBpowD,N / B^D,1,0,B_ones,-0.14425521561187563,-0.13774677195614493,-0.006508443655730695,1.137746771956145,-0.00572046769646345,0.0
1337,NdivBpowD,N / B^D,1,0,B_ones,-0.16966173977410662,-0.18184528754608692,0.012183547771980302,1.181845287546087,0.010308919365645137,0.010308919365645137
0,NdivBpowD,N / B^D,2,1,B_ones,-0.19644052211352045,-0.17209180918679018,-0.02434871292673027,1.1720918091867902,-0.02077372500676689,0.0
42,NdivBpowD,N / B^D,2,1,B_ones,-0.14990468942252066,-0.13777744983962656,-0.012127239582894106,1.1377774498396265,-0.01065870973677979,0.0
1337,NdivBpowD,N / B^D,2,1,B_ones,-0.18103477399938933,-0.16609176340241247,-0.014943010596976863,1.1660917634024124,-0.01281460950669635,0.0
0,NdivBpowD,N / B^D,3,2,B_ones,-0.17328444076701105,-0.1729092597655534,-0.00037518100145764177,1.1729092597655535,-0.0003198721455508286,0.0
42,NdivBpowD,N / B^D,3,2,B_ones,-0.13518646049737323,-0.1472686441430576,0.012082183645684363,1.1472686441430575,0.010531259358795644,0.010531259358795644
1337,NdivBpowD,N / B^D,3,2,B_ones,-0.17059538190261567,-0.1675428720445185,-0.0030525098580971577,1.1675428720445185,-0.0026144734649031077,0.0
0,NdivBpowD,N / B^D,4,3,B_ones,-0.16618392345941624,-0.16697810975340183,0.0007941862939855882,1.1669781097534018,0.0006805494356302968,0.0006805494356302968
42,NdivBpowD,N / B^D,4,3,B_ones,-0.13876276483584937,-0.13966487427951044,0.0009021094436610644,1.1396648742795104,0.0007915567672745664,0.0007915567672745664
1337,NdivBpowD,N / B^D,4,3,B_ones,-0.1684321627909709,-0.1678733093733149,-0.0005588534176559912,1.167873309373315,-0.00047852229618628237,0.0
0,NdivBpowD,N / B^D,5,4,B_ones,-0.1636263181144125,-0.16942655053726646,0.0058002324228539626,1.1694265505372665,0.004959894591232923,0.004959894591232923
42,NdivBpowD,N / B^D,5,4,B_ones,-0.14291739423225178,-0.14599017273910517,0.003072778506853391,1.145990172739105,0.0026813305907405337,0.0026813305907405337
1337,NdivBpowD,N / B^D,5,4,B_ones,-0.17436856559731523,-0.1763521607844188,0.0019835951871035595,1.1763521607844187,0.0016862256501325697,0.0016862256501325697
0,NdivBpowD,N / B^D,6,5,B_ones,-0.1645336781265434,-0.17045094746098038,0.005917269334436981,1.1704509474609803,0.0050555466226697605,0.0050555466226697605
42,NdivBpowD,N / B^D,6,5,B_ones,-0.14236534116291985,-0.14499271931826258,0.0026273781553427245,1.1449927193182625,0.002294668001825449,0.002294668001825449
1337,NdivBpowD,N / B^D,6,5,B_ones,-0.17752085026576178,-0.16342748652655517,-0.01409336373920661,1.1634274865265553,-0.012113658910778131,0.0
0,NdivBpowD,N / B^D,7,6,B_ones,-0.16370934130928658,-0.17074527572036402,0.0070359344110774436,1.170745275720364,0.0060097909912540165,0.0060097909912540165
42,NdivBpowD,N / B^D,7,6,B_ones,-0.13839694202941258,-0.15107299256107698,0.012676050531664401,1.151072992561077,0.011012377680290156,0.011012377680290156
1337,NdivBpowD,N / B^D,7,6,B_ones,-0.18862704687038856,-0.16935482130654886,-0.0192722255638397,1.1693548213065488,-0.016481075899876456,0.0
0,NdivBpowD,N / B^D,8,7,B_ones,-0.16624468347741303,-0.1744356888404941,0.008191005363081066,1.174435688840494,0.006974417961674807,0.006974417961674807
42,NdivBpowD,N / B^D,8,7,B_ones,-0.13776728435361582,-0.15059083601712758,0.012823551663511762,1.1505908360171275,0.011145188421543167,0.011145188421543167
1337,NdivBpowD,N / B^D,8,7,B_ones,-0.17764617434100644,-0.16608234709345818,-0.011563827247548258,1.1660823470934583,-0.00991681871899691,0.0
0,NdivBpowD,N / B^D,9,8,B_ones,-0.16365393546758716,-0.1743582471279445,0.010704311660357346,1.1743582471279446,0.009115030857522584,0.009115030857522584
42,NdivBpowD,N / B^D,9,8,B_ones,-0.1370508667550765,-0.14966356498729455,0.012612698232218056,1.1496635649872946,0.010970773203861117,0.010970773203861117
1337,NdivBpowD,N / B^D,9,8,B_ones,-0.17822461763099123,-0.1650328070001547,-0.01319181063083652,1.1650328070001548,-0.011323123736578834,0.0
0,NdivBpowD,N / B^D,10,9,B_ones,-0.1630160551563368,-0.17104061586516398,0.008024560708827178,1.171040615865164,0.006852504174587179,0.006852504174587179
42,NdivBpowD,N / B^D,10,9,B_ones,-0.14514047152287435,-0.15124807232394327,0.006107600801068924,1.1512480723239433,0.005305199589815548,0.005305199589815548
1337,NdivBpowD,N / B^D,10,9,B_ones,-0.17756655805296143,-0.1645385329312162,-0.013028025121745224,1.1645385329312161,-0.011187285567058801,0.0
0,NdivBpowD,N / B^D,0,input,B_tag,-0.3055546564862209,-0.3055546564862209,0.0,1.3055546564862208,0.0,0.0
42,NdivBpowD,N / B^D,0,input,B_tag,-0.30036740319717425,-0.30036740319717425,0.0,1.3003674031971744,0.0,0.0
1337,NdivBpowD,N / B^D,0,input,B_tag,-0.29309006550487654,-0.29309006550487654,0.0,1.2930900655048765,0.0,0.0
0,NdivBpowD,N / B^D,1,0,B_tag,-0.1645261562283707,-0.3447175205542389,0.1801913643258682,1.344717520554239,0.13399941740299515,0.13399941740299515
42,NdivBpowD,N / B^D,1,0,B_tag,-0.16618149090135673,-0.2245819189322457,0.05840042803088896,1.2245819189322458,0.047690094985078875,0.047690094985078875
1337,NdivBpowD,N / B^D,1,0,B_tag,-0.2709339601226896,-0.21018738653775584,-0.060746573584933766,1.210187386537756,-0.05019600622241204,0.0
0,NdivBpowD,N / B^D,2,1,B_tag,-0.2855167462454343,-0.22889993518779597,-0.056616811057638355,1.228899935187796,-0.04607113194207011,0.0
42,NdivBpowD,N / B^D,2,1,B_tag,-0.2869944261686739,-0.22644608991484966,-0.06054833625382422,1.2264460899148497,-0.04936893415186965,0.0
1337,NdivBpowD,N / B^D,2,1,B_tag,-0.27093393211924843,-0.21100032073905034,-0.05993361138019809,1.2110003207390503,-0.049490995463669044,0.0
0,NdivBpowD,N / B^D,3,2,B_tag,-0.16195298636628933,-0.21899239870519865,0.05703941233890933,1.2189923987051987,0.046792262527228234,0.046792262527228234
42,NdivBpowD,N / B^D,3,2,B_tag,-0.16310843830153904,-0.28699442600140224,0.1238859876998632,1.2869944260014021,0.0962599256041597,0.0962599256041597
1337,NdivBpowD,N / B^D,3,2,B_tag,-0.08725316461563634,-0.3330783268774761,0.24582516226183979,1.3330783268774762,0.18440413988099716,0.18440413988099716
0,NdivBpowD,N / B^D,4,3,B_tag,-0.21555815618692753,-0.2267385746545442,0.011180418467616665,1.2267385746545443,0.009113937312002378,0.009113937312002378
42,NdivBpowD,N / B^D,4,3,B_tag,-0.2245819192048633,-0.3470951920098414,0.12251327280497809,1.3470951920098413,0.09094626239604534,0.09094626239604534
1337,NdivBpowD,N / B^D,4,3,B_tag,-0.21018738646551224,-0.2079333221516005,-0.00225406431391173,1.2079333221516004,-0.0018660502799084434,0.0
0,NdivBpowD,N / B^D,5,4,B_tag,-0.16626491983061076,-0.2859393474537397,0.11967442762312896,1.2859393474537397,0.09306381973620581,0.09306381973620581
42,NdivBpowD,N / B^D,5,4,B_tag,-0.28484574463841994,-0.22535788910678317,-0.05948785553163677,1.2253578891067831,-0.04854733140454179,0.0
1337,NdivBpowD,N / B^D,5,4,B_tag,-0.2709339326172936,-0.14799971050874658,-0.12293422210854701,1.1479997105087465,-0.10708558633178365,0.0
0,NdivBpowD,N / B^D,6,5,B_tag,-0.16969916235605806,-0.2284773339758528,0.058778171619794733,1.2284773339758528,0.04784636231713339,0.04784636231713339
42,NdivBpowD,N / B^D,6,5,B_tag,-0.22628302943023965,-0.2232092087348136,-0.003073820695426055,1.2232092087348136,-0.0025129149400415,0.0
1337,NdivBpowD,N / B^D,6,5,B_tag,-0.15615740616658674,-0.27093393232422996,0.11477652615764322,1.27093393232423,0.09030880617668677,0.09030880617668677
0,NdivBpowD,N / B^D,7,6,B_tag,-0.164526160543488,-0.22330433217504814,0.05877817163156013,1.223304332175048,0.0480486908168239,0.0480486908168239
42,NdivBpowD,N / B^D,7,6,B_tag,-0.22304614818317847,-0.2854586550367554,0.06241250685357691,1.2854586550367553,0.04855271432420543,0.04855271432420543
1337,NdivBpowD,N / B^D,7,6,B_tag,-0.2723317809805158,-0.21997095061727215,-0.052360830363243654,1.2199709506172722,-0.042919735373002525,0.0
0,NdivBpowD,N / B^D,8,7,B_tag,-0.21856979754436262,-0.16668752099821096,-0.05188227654615166,1.166687520998211,-0.044469727851174305,0.0
42,NdivBpowD,N / B^D,8,7,B_tag,-0.22243323836552298,-0.3470951906254852,0.12466195225996224,1.347095190625485,0.09254130897912198,0.09254130897912198
1337,NdivBpowD,N / B^D,8,7,B_tag,-0.1570136218567701,-0.27007771667585756,0.11306409481908747,1.2700777166758574,0.08902139871803065,0.08902139871803065
0,NdivBpowD,N / B^D,9,8,B_tag,-0.1619529863747577,-0.2288999351320693,0.06694694875731161,1.2288999351320693,0.054477135886671565,0.054477135886671565
42,NdivBpowD,N / B^D,9,8,B_tag,-0.16403358302516993,-0.2886955363429481,0.12466195331777816,1.288695536342948,0.09673499271328515,0.09673499271328515
1337,NdivBpowD,N / B^D,9,8,B_tag,-0.21018738647072413,-0.21776016786831165,0.007572781397587519,1.2177601678683116,0.006218614795755447,0.006218614795755447
0,NdivBpowD,N / B^D,10,9,B_tag,-0.09757921180613023,-0.15677998457897918,0.05920077277284895,1.1567799845789792,0.05117721049988224,0.05117721049988224
42,NdivBpowD,N / B^D,10,9,B_tag,-0.28699442600380326,-0.22535788868702125,-0.06163653731678201,1.2253578886870213,-0.05030084507214945,0.0
1337,NdivBpowD,N / B^D,10,9,B_tag,-0.09482594588346464,-0.2799045621469033,0.18507861626343863,1.2799045621469034,0.14460345070806607,0.14460345070806607
0,NdivBpowD,N / B^D,0,input,B_tens,-0.3032802764759886,-0.30328027647598843,-1.6653345369377348e-16,1.3032802764759883,-1.2778023016205886e-16,0.0
42,NdivBpowD,N / B^D,0,input,B_tens,-0.2980489113251723,-0.29804891132517214,-1.6653345369377348e-16,1.298048911325172,-1.2829520693774186e-16,0.0
1337,NdivBpowD,N / B^D,0,input,B_tens,-0.2929541801064888,-0.2929541801064888,0.0,1.2929541801064888,0.0,0.0
0,NdivBpowD,N / B^D,1,0,B_tens,-0.16864459838603912,-0.17835498211640483,0.009710383730365701,1.1783549821164048,0.008240626871984874,0.008240626871984874
42,NdivBpowD,N / B^D,1,0,B_tens,-0.19385557768260475,-0.17570690915561257,-0.01814866852699218,1.1757069091556125,-0.015436388427815289,0.0
1337,NdivBpowD,N / B^D,1,0,B_tens,-0.15798653976655724,-0.16243685654243983,0.00445031677588259,1.16243685654244,0.003828437433685338,0.003828437433685338
0,NdivBpowD,N / B^D,2,1,B_tens,-0.19250812921484145,-0.18553225514762484,-0.006975874067216614,1.1855322551476248,-0.005884170622036736,0.0
42,NdivBpowD,N / B^D,2,1,B_tens,-0.17026435184211258,-0.16960053832835395,-0.0006638135137586321,1.1696005383283539,-0.000567555752588302,0.0
1337,NdivBpowD,N / B^D,2,1,B_tens,-0.1624133816387244,-0.1641811225156466,0.0017677408769221914,1.1641811225156466,0.001518441454455411,0.001518441454455411
0,NdivBpowD,N / B^D,3,2,B_tens,-0.18988461605304746,-0.1857697192159109,-0.004114896837136561,1.185769719215911,-0.0034702326855314985,0.0
42,NdivBpowD,N / B^D,3,2,B_tens,-0.1757715220268325,-0.16208968326787537,-0.013681838758957121,1.1620896832678753,-0.011773479238265725,0.0
1337,NdivBpowD,N / B^D,3,2,B_tens,-0.16450951873269845,-0.16749612922954613,0.0029866104968476748,1.167496129229546,0.0025581331038918294,0.0025581331038918294
0,NdivBpowD,N / B^D,4,3,B_tens,-0.18548308964530294,-0.1742846449522763,-0.011198444693026638,1.1742846449522764,-0.00953639710879618,0.0
42,NdivBpowD,N / B^D,4,3,B_tens,-0.16477448099531283,-0.16786856553395024,0.0030940845386374094,1.1678685655339502,0.0026493431109885146,0.0026493431109885146
1337,NdivBpowD,N / B^D,4,3,B_tens,-0.16775767074575704,-0.1626981729625911,-0.005059497783165945,1.1626981729625911,-0.004351514348968303,0.0
0,NdivBpowD,N / B^D,5,4,B_tens,-0.18807416866785415,-0.1773730403464798,-0.010701128321374348,1.1773730403464797,-0.009088987053946129,0.0
42,NdivBpowD,N / B^D,5,4,B_tens,-0.1779367434068609,-0.17763937885991932,-0.0002973645469415698,1.1776393788599193,-0.00025250900426703664,0.0
1337,NdivBpowD,N / B^D,5,4,B_tens,-0.17446016134303544,-0.1571055422151717,-0.017354619127863735,1.1571055422151717,-0.01499830265667894,0.0
0,NdivBpowD,N / B^D,6,5,B_tens,-0.19332011890476072,-0.1805636843662966,-0.012756434538464118,1.1805636843662966,-0.010805376031290953,0.0
42,NdivBpowD,N / B^D,6,5,B_tens,-0.17638480172763393,-0.1706954809120441,-0.005689320815589843,1.170695480912044,-0.004859778574661885,0.0
1337,NdivBpowD,N / B^D,6,5,B_tens,-0.1736173919802845,-0.1565833446033174,-0.017034047376967093,1.1565833446033174,-0.01472790305726683,0.0
0,NdivBpowD,N / B^D,7,6,B_tens,-0.19192415551829062,-0.17770086731270815,-0.014223288205582468,1.177700867312708,-0.012077165433390007,0.0
42,NdivBpowD,N / B^D,7,6,B_tens,-0.17029594461810746,-0.1728236760210518,0.00252773140294435,1.1728236760210518,0.0021552527073123123,0.0021552527073123123
1337,NdivBpowD,N / B^D,7,6,B_tens,-0.16064413913483172,-0.16003832021657946,-0.00060581891825226,1.1600383202165794,-0.0005222404361083119,0.0
0,NdivBpowD,N / B^D,8,7,B_tens,-0.18291238342173424,-0.18270945160275912,-0.00020293181897512724,1.1827094516027592,-0.00017158214022904982,0.0
42,NdivBpowD,N / B^D,8,7,B_tens,-0.16931631662117597,-0.1752466569770013,0.005930340355825348,1.1752466569770013,0.005046038906487526,0.005046038906487526
1337,NdivBpowD,N / B^D,8,7,B_tens,-0.16212341585482742,-0.16203627753206412,-8.713832276330269e-05,1.162036277532064,-7.498760963673811e-05,0.0
0,NdivBpowD,N / B^D,9,8,B_tens,-0.17984320654535052,-0.17792812676327685,-0.0019150797820736698,1.1779281267632769,-0.0016258035940918958,0.0
42,NdivBpowD,N / B^D,9,8,B_tens,-0.17691457040940306,-0.1671038446404422,-0.00981072576896086,1.1671038446404423,-0.008406043570170328,0.0
1337,NdivBpowD,N / B^D,9,8,B_tens,-0.16080314672384147,-0.15693591810428464,-0.003867228619556823,1.1569359181042846,-0.003342647210654096,0.0
0,NdivBpowD,N / B^D,10,9,B_tens,-0.1856793868690662,-0.1770162352324581,-0.008663151636608107,1.177016235232458,-0.007360265200502655,0.0
42,NdivBpowD,N / B^D,10,9,B_tens,-0.1705632939217358,-0.16670309634200162,-0.003860197579734187,1.1667030963420015,-0.0033086374689817637,0.0
1337,NdivBpowD,N / B^D,10,9,B_tens,-0.1673128206080227,-0.16339115211463331,-0.003921668493389374,1.1633911521146334,-0.0033708942054967227,0.0
0,NdivBpowD,N / B^D,0,input,D_ones,0.36734613475755407,0.36734613475755384,2.220446049250313e-16,0.6326538652424462,3.5097328432497474e-16,3.5097328432497474e-16
42,NdivBpowD,N / B^D,0,input,D_ones,0.3875642819995046,0.4511094483715394,-0.06354516637203478,0.5488905516284606,-0.11577019532128506,0.0
1337,NdivBpowD,N / B^D,0,input,D_ones,0.34946718871799015,0.34946718871799043,-2.7755575615628914e-16,0.6505328112820096,-4.2665911902169555e-16,0.0
0,NdivBpowD,N / B^D,1,0,D_ones,0.9865643635337882,0.9622588974679435,0.024305466065844716,0.037741102532056536,0.6440051942096854,0.6440051942096854
42,NdivBpowD,N / B^D,1,0,D_ones,0.8973765982783023,0.950754220225531,-0.053377621947228726,0.04924577977446898,-1.083902462133453,0.0
1337,NdivBpowD,N / B^D,1,0,D_ones,0.9589809715920155,0.9686001121996899,-0.009619140607674437,0.03139988780031011,-0.3063431522064049,0.0
0,NdivBpowD,N / B^D,2,1,D_ones,0.8747552543563861,0.9520761957350246,-0.07732094137863843,0.047923804264975445,-1.6134140969094046,0.0
42,NdivBpowD,N / B^D,2,1,D_ones,0.9572636238934846,0.9487402885263231,0.008523335367161544,0.05125971147367692,0.16627747449453514,0.16627747449453514
1337,NdivBpowD,N / B^D,2,1,D_ones,0.7852263017470413,0.9554515871606231,-0.17022528541358173,0.04454841283937694,-3.821130194409919,0.0
0,NdivBpowD,N / B^D,3,2,D_ones,0.9680267687900684,0.9527128474129501,0.01531392137711829,0.04728715258704985,0.32384951385954647,0.32384951385954647
42,NdivBpowD,N / B^D,3,2,D_ones,0.9549988207073266,0.9432759467762726,0.011722873931053979,0.05672405322372742,0.206664955425829,0.206664955425829
1337,NdivBpowD,N / B^D,3,2,D_ones,0.957090202308672,0.9517007043393069,0.0053894979693651646,0.04829929566069313,0.11158543609469732,0.11158543609469732
0,NdivBpowD,N / B^D,4,3,D_ones,0.9734456119751929,0.9544402422358711,0.019005369739321765,0.045559757764128905,0.41715256340290474,0.41715256340290474
42,NdivBpowD,N / B^D,4,3,D_ones,0.9508785186634041,0.9422451433018406,0.0086333753615635,0.057754856698159385,0.14948310592620068,0.14948310592620068
1337,NdivBpowD,N / B^D,4,3,D_ones,0.9526732376516709,0.9450701269850017,0.007603110666669188,0.0549298730149983,0.13841485969926057,0.13841485969926057
0,NdivBpowD,N / B^D,5,4,D_ones,0.9752862001468815,0.9519200826942154,0.023366117452666146,0.04807991730578465,0.48598497589044093,0.48598497589044093
42,NdivBpowD,N / B^D,5,4,D_ones,0.9527832131207592,0.9419100189651559,0.010873194155603283,0.058089981034844085,0.18717847659618309,0.18717847659618309
1337,NdivBpowD,N / B^D,5,4,D_ones,0.9512043680162339,0.934273923185185,0.016930444831048885,0.06572607681481502,0.25759098445432654,0.25759098445432654
0,NdivBpowD,N / B^D,6,5,D_ones,0.9696410414868082,0.9511978199764626,0.01844322151034561,0.04880218002353742,0.37791798443123636,0.37791798443123636
42,NdivBpowD,N / B^D,6,5,D_ones,0.9480077227901234,0.9392474883473803,0.008760234442743098,0.060752511652619745,0.14419542837724542,0.14419542837724542
1337,NdivBpowD,N / B^D,6,5,D_ones,0.9440021194896591,0.930039605507892,0.013962513981767066,0.069960394492108,0.199577404946482,0.199577404946482
0,NdivBpowD,N / B^D,7,6,D_ones,0.9773523351405696,0.9496263522865952,0.02772598285397443,0.0503736477134048,0.5504064945170992,0.5504064945170992
42,NdivBpowD,N / B^D,7,6,D_ones,0.9481854351958307,0.9388563488036556,0.009329086392175001,0.06114365119634435,0.15257653427037682,0.15257653427037682
1337,NdivBpowD,N / B^D,7,6,D_ones,0.9539019346520139,0.9359470302802162,0.017954904371797697,0.0640529697197838,0.280313378916638,0.280313378916638
0,NdivBpowD,N / B^D,8,7,D_ones,0.9733790066796505,0.9488959023269411,0.024483104352709395,0.0511040976730589,0.4790829985755999,0.4790829985755999
42,NdivBpowD,N / B^D,8,7,D_ones,0.9508175238836047,0.9397383387985219,0.011079185085082877,0.060261661201478134,0.18385130552642515,0.18385130552642515
1337,NdivBpowD,N / B^D,8,7,D_ones,0.9512769715435615,0.9386967266041847,0.012580244939376817,0.061303273395815316,0.20521326582595784,0.20521326582595784
0,NdivBpowD,N / B^D,9,8,D_ones,0.9667457585220282,0.9533172153067155,0.013428543215312616,0.04668278469328446,0.28765514532907405,0.28765514532907405
42,NdivBpowD,N / B^D,9,8,D_ones,0.9480196661466541,0.9416102624452345,0.006409403701419625,0.05838973755476551,0.10976935279779346,0.10976935279779346
1337,NdivBpowD,N / B^D,9,8,D_ones,0.943116217625622,0.93855602378664,0.004560193838981985,0.06144397621335995,0.07421710182210585,0.07421710182210585
0,NdivBpowD,N / B^D,10,9,D_ones,0.9593520384528047,0.9533658462822832,0.005986192170521543,0.04663415371771684,0.12836497916863282,0.12836497916863282
42,NdivBpowD,N / B^D,10,9,D_ones,0.9431474127553372,0.9391139936167718,0.004033419138565364,0.060886006383228164,0.06624542120858203,0.06624542120858203
1337,NdivBpowD,N / B^D,10,9,D_ones,0.9298545794850617,0.9376281784438782,-0.007773598958816574,0.062371821556121754,-0.12463318795045839,0.0
0,NdivBpowD,N / B^D,0,input,D_tag,-0.3055546564862209,-0.3055546564862209,0.0,1.3055546564862208,0.0,0.0
42,NdivBpowD,N / B^D,0,input,D_tag,-0.30036740319717425,-0.30036740319717425,0.0,1.3003674031971744,0.0,0.0
1337,NdivBpowD,N / B^D,0,input,D_tag,-0.29309006550487654,-0.29309006550487654,0.0,1.2930900655048765,0.0,0.0
0,NdivBpowD,N / B^D,1,0,D_tag,-0.18990999916672094,-0.17010265498921603,-0.019807344177504904,1.170102654989216,-0.016927868758393215,0.0
42,NdivBpowD,N / B^D,1,0,D_tag,-0.1406773145523393,-0.15293266022108348,0.012255345668744172,1.1529326602210834,0.01062971506626772,0.01062971506626772
1337,NdivBpowD,N / B^D,1,0,D_tag,-0.1750005612352942,-0.1764379550589791,0.001437393823684907,1.1764379550589792,0.0012218186411818422,0.0012218186411818422
0,NdivBpowD,N / B^D,2,1,D_tag,-0.1632809643574246,-0.17333007055780122,0.010049106200376634,1.1733300705578011,0.008564602964278661,0.008564602964278661
42,NdivBpowD,N / B^D,2,1,D_tag,-0.14378204095365618,-0.15874045940822232,0.014958418454566136,1.1587404594082222,0.012909205278122001,0.012909205278122001
1337,NdivBpowD,N / B^D,2,1,D_tag,-0.16638265494107046,-0.15993169243741373,-0.006450962503656732,1.1599316924374137,-0.005561502065782038,0.0
0,NdivBpowD,N / B^D,3,2,D_tag,-0.16421368738759531,-0.18055135629078783,0.01633766890319252,1.180551356290788,0.01383901582606653,0.01383901582606653
42,NdivBpowD,N / B^D,3,2,D_tag,-0.15675360948783018,-0.15431145440685595,-0.0024421550809742287,1.154311454406856,-0.0021156812328689332,0.0
1337,NdivBpowD,N / B^D,3,2,D_tag,-0.16942600251517964,-0.1648615293863355,-0.004564473128844143,1.1648615293863356,-0.003918468430534201,0.0
0,NdivBpowD,N / B^D,4,3,D_tag,-0.16854014919025756,-0.1743364785710436,0.0057963293807860305,1.1743364785710435,0.004935833542222177,0.004935833542222177
42,NdivBpowD,N / B^D,4,3,D_tag,-0.14654032804343378,-0.16309936430834782,0.016559036264914034,1.1630993643083478,0.014236991931262108,0.014236991931262108
1337,NdivBpowD,N / B^D,4,3,D_tag,-0.17564363054054705,-0.1648141163486491,-0.010829514191897954,1.1648141163486492,-0.009297203768310523,0.0
